influencer_id,followers,likes,comments,shares,saves,profile_visits,link_clicks,purchase,engagement_score,ctr,conversion_rate
61,364651,24742,679,732,847,5512,1066,0,6477.900000000001,0.19339622641509435,0.0
22,415646,16754,679,398,551,3503,505,1,4409.7,0.14416214673137312,0.0019801980198019802
18,373808,20071,874,437,555,4339,1092,1,5201.1,0.25167089191057845,0.0009157509157509158
62,462625,24674,318,295,903,3974,1500,1,6022.700000000001,0.377453447408153,0.0006666666666666666
12,418012,17272,699,261,653,4127,511,1,4509.0,0.12381875454325175,0.0019569471624266144
61,29003,2167,53,41,71,566,78,1,545.4,0.13780918727915195,0.01282051282051282
65,407677,37079,1002,617,2077,4441,600,1,10010.300000000001,0.13510470614726414,0.0016666666666666668
39,301514,21300,685,513,781,5359,1168,1,5586.400000000001,0.217951110281769,0.0008561643835616438
74,244647,10325,318,192,474,1784,301,1,2737.6000000000004,0.1687219730941704,0.0033222591362126247
77,337510,10600,342,173,378,1652,626,1,2714.5,0.3789346246973366,0.001597444089456869
77,404158,28938,1271,521,1539,3787,1313,1,8019.0,0.3467124372854502,0.0007616146230007616
42,201979,10618,525,272,456,1306,294,1,2941.3,0.225114854517611,0.003401360544217687
75,392127,13035,340,219,469,3287,804,0,3305.5,0.244599939154244,0.0
23,84544,4502,186,94,188,498,109,0,1209.6000000000001,0.21887550200803213,0.0
64,407964,18223,826,428,612,3803,1339,1,4846.800000000001,0.35209045490402313,0.0007468259895444362
33,166017,7830,183,84,343,2121,454,1,1990.7,0.21404997642621404,0.0022026431718061676
67,169838,14319,601,411,517,3461,872,1,3865.6,0.2519503033805259,0.0011467889908256881
50,321096,15872,372,238,683,4646,743,1,4073.4,0.15992251399052948,0.0013458950201884253
70,438671,36255,870,525,1236,8304,2192,1,9042.3,0.26396917148362237,0.0004562043795620438
55,14496,430,18,8,16,79,19,0,113.39999999999999,0.24050632911392406,0.0
6,342177,32935,566,806,1728,7766,2190,1,8816.6,0.2819984548029874,0.00045662100456621003
50,46598,3994,59,107,146,602,217,1,1020.0,0.36046511627906974,0.004608294930875576
4,425700,20219,682,278,1122,5290,1355,1,5477.000000000001,0.2561436672967864,0.0007380073800738007
83,168878,3874,178,48,224,830,159,0,1076.6000000000001,0.19156626506024096,0.0
58,407521,37313,1440,850,1736,6822,773,1,10166.400000000001,0.11330987980064497,0.00129366106080207
24,141615,8188,376,136,260,2248,762,1,2128.8,0.3389679715302491,0.0013123359580052493
30,458774,18631,873,234,609,2067,642,1,4813.700000000001,0.31059506531204645,0.001557632398753894
73,10316,980,14,11,52,265,92,1,252.29999999999998,0.3471698113207547,0.010869565217391304
32,442090,16532,779,266,594,3966,745,1,4357.3,0.18784669692385275,0.0013422818791946308
25,36139,3010,102,64,115,467,111,0,789.8,0.23768736616702354,0.0
16,493465,20985,274,270,1006,2192,782,1,5327.8,0.35675182481751827,0.0012787723785166241
92,49588,4308,64,113,173,1193,436,1,1111.1000000000001,0.36546521374685664,0.0022935779816513763
74,85291,6334,135,95,223,1267,488,1,1579.2000000000003,0.3851617995264404,0.0020491803278688526
50,197796,18992,948,331,606,5159,2061,1,4988.9,0.399496026361698,0.00048520135856380397
41,334645,27621,668,593,1472,6563,697,1,7450.9000000000015,0.1062014322718269,0.0014347202295552368
91,271496,26981,698,494,725,3323,909,1,6671.000000000001,0.27354799879626845,0.0011001100110011
66,108841,4238,127,65,245,816,95,1,1152.6,0.11642156862745098,0.010526315789473684
62,204915,16130,273,253,880,4468,507,1,4243.6,0.11347358997314234,0.0019723865877712033
19,223259,7674,374,161,297,2278,608,1,2072.1000000000004,0.266900790166813,0.001644736842105263
94,237033,11986,404,136,362,1670,174,0,2984.0,0.10419161676646707,0.0
34,134647,6828,141,157,173,1391,459,1,1684.4000000000003,0.3299784327821711,0.002178649237472767
61,229731,13663,449,292,497,1892,612,1,3559.1000000000004,0.32346723044397463,0.0016339869281045752
6,381330,29290,537,472,1142,5561,1738,1,7370.5,0.31253371695738175,0.0005753739930955121
29,79264,6113,132,100,229,987,390,1,1541.8000000000002,0.3951367781155015,0.002564102564102564
81,181660,3714,43,55,91,767,274,0,875.6,0.35723598435462844,0.0
65,402152,20889,633,547,1118,5889,1488,1,5771.6,0.25267447784004077,0.0006720430107526882
43,153530,10924,304,253,527,3043,1176,1,2935.5,0.3864607295432139,0.0008503401360544217
80,19990,1942,31,20,106,270,30,0,502.70000000000005,0.1111111111111111,0.0
86,356595,13387,297,394,644,3245,416,1,3616.8999999999996,0.12819722650231125,0.002403846153846154
20,344899,25101,480,463,1351,5874,1878,1,6665.100000000001,0.31971399387129723,0.0005324813631522897
97,354995,28656,364,672,1716,7337,1373,1,7756.400000000001,0.18713370587433556,0.0007283321194464676
46,33887,3106,102,63,82,755,234,0,781.9000000000001,0.30993377483443707,0.0
23,295534,23795,651,503,1253,3435,696,1,6439.0,0.20262008733624454,0.0014367816091954023
48,455659,12482,339,271,703,1718,587,1,3418.0,0.3416763678696158,0.0017035775127768314
71,253045,8395,98,160,436,2135,802,1,2188.8,0.3756440281030445,0.0012468827930174563
26,288142,20378,891,310,487,4548,1047,1,5127.700000000001,0.23021108179419525,0.0009551098376313276
48,239046,5986,276,157,194,1764,328,0,1600.3000000000002,0.18594104308390022,0.0
32,129716,10456,340,129,431,1791,604,1,2696.3000000000006,0.33724176437744274,0.0016556291390728477
61,234632,4971,210,143,256,626,77,0,1404.1,0.12300319488817892,0.0
98,325404,22899,1132,411,761,5149,1790,0,6042.3,0.34764031850844823,0.0
1,402152,21770,770,590,862,3120,470,1,5841.6,0.15064102564102563,0.002127659574468085
9,61790,5973,288,112,273,1313,269,1,1635.4000000000003,0.2048743335872049,0.0037174721189591076
25,288446,24130,473,463,946,5118,1767,1,6143.400000000001,0.3452520515826495,0.0005659309564233164
10,56940,4241,113,101,213,1085,264,1,1145.8000000000002,0.24331797235023042,0.003787878787878788
30,398005,37462,1278,526,2127,10601,4206,1,10201.2,0.3967550231110273,0.00023775558725630053
48,277190,10969,479,290,320,1312,516,1,2892.3,0.3932926829268293,0.001937984496124031
42,11654,236,2,4,6,56,15,0,55.8,0.26785714285714285,0.0
7,283796,14486,252,374,530,1719,421,1,3709.0000000000005,0.24490983129726585,0.0023752969121140144
32,106978,4190,185,119,222,698,126,0,1191.4,0.18051575931232092,0.0
86,377177,28179,304,348,1515,7579,1506,1,7243.400000000001,0.19870695342393455,0.0006640106241699867
29,84199,4109,48,54,104,895,330,0,966.8000000000001,0.3687150837988827,0.0
44,317670,17081,593,322,509,4028,1458,1,4345.3,0.36196623634558095,0.0006858710562414266
51,226578,12345,321,130,590,3228,965,1,3192.5,0.2989467162329616,0.0010362694300518134
95,232603,15311,399,284,898,3747,837,1,4178.900000000001,0.2233787029623699,0.0011947431302270011
5,483090,15674,758,168,926,1581,572,1,4372.2,0.36179633143580014,0.0017482517482517483
30,496029,22497,813,260,668,5730,1481,0,5622.3,0.25846422338568936,0.0
98,403579,22566,1109,658,748,6254,2215,1,6126.7,0.3541733290693956,0.0004514672686230248
9,221831,9126,423,258,302,2200,665,1,2458.9,0.30227272727272725,0.0015037593984962407
75,33805,839,33,17,31,135,33,0,221.00000000000003,0.24444444444444444,0.0
1,345907,21969,990,458,648,5936,1585,1,5727.8,0.26701482479784366,0.0006309148264984228
34,12711,617,27,11,30,73,15,1,168.6,0.2054794520547945,0.06666666666666667
74,128252,3675,130,75,205,901,227,1,1016.5,0.2519422863485017,0.004405286343612335
60,290024,11051,118,237,314,1565,215,1,2686.3,0.13738019169329074,0.004651162790697674
18,164402,7646,375,208,251,1473,330,1,2063.1,0.2240325865580448,0.0030303030303030303
51,122512,6412,288,88,268,671,220,0,1702.4,0.32786885245901637,0.0
7,286872,6924,127,79,218,1561,421,1,1678.0000000000002,0.2696989109545163,0.0023752969121140144
46,396212,16578,327,211,894,3701,577,1,4342.0,0.15590380978114024,0.0017331022530329288
74,215704,17130,623,310,522,5068,1718,1,4372.1,0.3389897395422257,0.0005820721769499418
60,425257,34324,751,636,941,4194,1328,1,8438.3,0.31664282308059133,0.0007530120481927711
7,328733,32757,427,637,1706,8444,2769,1,8575.6,0.32792515395547134,0.00036114120621162876
6,376732,25466,1246,421,1449,3918,1554,1,7170.1,0.39663093415007655,0.0006435006435006435
56,473669,32716,683,506,802,4017,820,1,7880.500000000001,0.20413243714214588,0.0012195121951219512
10,388276,10952,482,241,639,2563,390,1,3111.3,0.15216543113538822,0.002564102564102564
69,290433,28056,1154,693,1335,5181,1953,1,7741.300000000001,0.37695425593514764,0.0005120327700972862
27,102799,4477,47,51,159,585,124,0,1081.8000000000002,0.21196581196581196,0.0
3,268437,10333,245,230,562,2589,688,1,2799.7,0.2657396678254152,0.0014534883720930232
38,371438,33560,388,998,1563,7927,883,1,8855.0,0.11139144695345023,0.0011325028312570782
55,77832,2215,46,61,93,404,49,0,583.1,0.12128712871287128,0.0
29,463070,32009,973,597,1399,4695,1795,1,8425.4,0.38232161874334397,0.0005571030640668524
76,357771,20026,845,264,635,4724,919,1,5120.500000000001,0.1945385266723116,0.001088139281828074
93,233356,18905,240,193,1057,4088,840,1,4881.7,0.2054794520547945,0.0011904761904761906
31,396069,27608,851,752,1095,3466,351,1,7349.5,0.10126947489901904,0.002849002849002849
94,456000,21193,355,409,508,3543,757,1,5108.8,0.21366073948631104,0.001321003963011889
60,338296,13721,603,234,400,1854,364,1,3529.5000000000005,0.19633225458468176,0.0027472527472527475
11,468675,32062,1114,660,1618,3457,1316,1,8725.800000000001,0.38067688747468903,0.0007598784194528875
80,85664,2627,118,53,61,586,60,0,670.3,0.10238907849829351,0.0
67,480200,17772,444,180,848,2924,793,0,4580.8,0.271203830369357,0.0
55,386355,38333,1353,568,1436,9510,2224,1,9889.5,0.23385909568874869,0.0004496402877697842
10,378649,31542,1133,674,842,8439,3276,1,8020.300000000001,0.38819765375044435,0.00030525030525030525
6,19071,1731,73,38,100,396,65,0,489.30000000000007,0.16414141414141414,0.0
92,327726,12162,412,311,408,2139,783,1,3182.5,0.36605890603085556,0.001277139208173691
96,329329,12114,596,291,482,2255,871,1,3310.1,0.38625277161862526,0.001148105625717566
91,124599,5560,119,107,331,1544,306,1,1511.2,0.19818652849740934,0.0032679738562091504
5,260284,5562,238,153,301,973,232,1,1579.3,0.23843782117163412,0.004310344827586207
23,281156,15979,739,445,937,4426,453,1,4626.400000000001,0.10234975146859467,0.002207505518763797
72,155595,6505,215,156,300,714,93,0,1757.7,0.13025210084033614,0.0
54,95027,3255,122,86,118,776,124,1,866.6,0.15979381443298968,0.008064516129032258
24,397004,34805,1664,949,789,8007,1089,1,9088.5,0.13600599475458974,0.0009182736455463728
12,366416,34183,1583,496,1431,9947,2476,1,9120.1,0.2489192721423545,0.0004038772213247173
38,336039,27964,813,717,1042,4205,832,1,7334.8,0.19785969084423305,0.001201923076923077
15,175209,15146,366,236,812,1666,364,1,4027.0,0.2184873949579832,0.0027472527472527475
48,52951,5021,224,137,239,1129,117,1,1403.3000000000002,0.10363153232949512,0.008547008547008548
15,258189,16554,464,170,876,4564,1390,1,4362.6,0.30455740578439966,0.0007194244604316547
51,190770,5646,223,70,199,1225,393,1,1448.9,0.32081632653061226,0.002544529262086514
14,328361,20705,648,471,665,4308,676,1,5326.7,0.15691736304549675,0.0014792899408284023
42,410060,30687,454,382,1307,4726,1028,1,7677.400000000001,0.21752010156580617,0.0009727626459143969
51,408439,11835,389,303,410,3498,805,1,3101.6,0.23013150371640936,0.0012422360248447205
93,334663,24873,1076,476,1088,3817,1121,0,6716.200000000001,0.2936861409483888,0.0
21,245787,13259,140,216,460,2321,914,1,3241.0,0.3937957776820336,0.0010940919037199124
66,470867,32561,1515,476,808,3295,831,0,8249.300000000001,0.25220030349013656,0.0
56,198201,11274,469,218,481,2911,779,1,3026.7000000000003,0.2676056338028169,0.0012836970474967907
97,322582,25288,1134,743,1443,6561,1922,1,7299.1,0.2929431489102271,0.0005202913631633715
71,254029,17167,411,283,862,3275,535,1,4526.6,0.1633587786259542,0.001869158878504673
95,480921,35694,1136,643,1328,3979,940,1,9219.300000000001,0.23624026137220408,0.0010638297872340426
22,161049,6052,76,149,172,1081,128,0,1490.3,0.11840888066604996,0.0
69,275977,23279,425,389,590,2673,1062,1,5612.6,0.39730639730639733,0.0009416195856873823
53,178453,14497,632,378,299,1991,590,1,3719.2,0.29633350075339027,0.001694915254237288
55,465125,34062,1643,477,1858,5595,2220,1,9454.2,0.3967828418230563,0.00045045045045045046
53,263750,22004,600,426,1308,4072,1145,1,6045.4,0.281188605108055,0.0008733624454148472
78,420570,38565,806,1091,2049,11419,2252,1,10518.900000000001,0.19721516770295122,0.0004440497335701599
68,262476,18966,230,308,492,4097,1223,1,4517.400000000001,0.2985111056870881,0.0008176614881439084
79,204891,5560,73,102,321,798,141,0,1476.7,0.17669172932330826,0.0
93,462924,34436,1229,937,1358,4369,816,1,9244.0,0.1867704280155642,0.0012254901960784314
79,433057,27057,1009,615,1494,5876,1960,1,7541.6,0.33356024506466986,0.0005102040816326531
53,456392,42068,1069,1076,2060,4707,1291,1,11349.300000000001,0.2742723603144253,0.000774593338497289
57,104770,8896,128,110,389,1503,166,0,2231.4,0.1104457751164338,0.0
19,283169,7953,334,225,399,2103,346,1,2234.3,0.16452686638135997,0.002890173410404624
8,259477,21070,1009,512,1164,4798,1037,1,6008.099999999999,0.2161317215506461,0.0009643201542912247
82,370624,15571,450,397,810,3579,860,1,4265.1,0.24029058396200056,0.0011627906976744186
4,397963,34087,956,752,1902,9314,3419,1,9343.4,0.36708181232553144,0.0002924831822170225
88,137701,5629,119,158,258,654,91,0,1502.3,0.13914373088685014,0.0
73,321859,25373,1126,731,712,4109,707,1,6718.900000000001,0.17206132879045996,0.0014144271570014145
1,212940,14055,555,278,297,1585,414,1,3520.7,0.261198738170347,0.0024154589371980675
94,468070,40916,874,994,1747,12086,2197,1,10713.6,0.18178057256329638,0.0004551661356395084
14,261624,10275,383,120,306,2785,765,1,2575.3,0.2746858168761221,0.00130718954248366
53,415784,39645,1744,1066,2258,7970,1388,1,11353.6,0.17415307402760352,0.0007204610951008645
67,90997,8197,224,169,469,995,356,1,2244.9,0.3577889447236181,0.0028089887640449437
81,173990,4479,61,97,98,749,244,1,1072.6000000000001,0.3257676902536716,0.004098360655737705
72,459036,15314,289,192,576,4250,746,1,3802.5000000000005,0.17552941176470588,0.0013404825737265416
22,393127,27292,1093,389,1328,3971,1573,1,7339.6,0.3961218836565097,0.0006357279084551812
9,476073,14030,280,179,499,2200,703,1,3470.5,0.3195454545454545,0.001422475106685633
8,221992,17255,269,475,470,4476,1061,1,4294.0,0.2370420017873101,0.000942507068803016
70,55317,3940,108,46,223,1007,117,0,1052.6000000000001,0.11618669314796425,0.0
90,46163,2992,40,84,168,717,270,0,811.5999999999999,0.37656903765690375,0.0
50,402968,26425,587,379,874,5964,905,1,6543.0,0.1517437961099933,0.0011049723756906078
60,256762,9922,332,282,495,2314,635,1,2743.8,0.27441659464131374,0.0015748031496062992
58,45880,4201,83,49,210,567,119,0,1084.0,0.20987654320987653,0.0
97,468539,39430,1540,1019,1846,9225,2769,1,10846.099999999999,0.30016260162601627,0.00036114120621162876
1,444068,34821,764,726,1300,5408,2122,1,8894.400000000001,0.39238165680473375,0.000471253534401508
7,495128,16303,699,354,725,4305,873,1,4437.900000000001,0.20278745644599303,0.001145475372279496
50,228989,18000,622,254,464,2234,644,1,4460.0,0.288272157564906,0.0015527950310559005
21,428956,21947,826,524,816,5228,1340,0,5822.000000000001,0.2563121652639633,0.0
6,305660,20801,616,288,1040,3226,692,1,5501.8,0.21450712957222567,0.001445086705202312
58,37600,2047,59,50,103,269,74,1,556.3000000000001,0.275092936802974,0.013513513513513514
54,63650,4311,92,94,137,478,48,0,1083.6,0.100418410041841,0.0
5,13109,1270,34,25,32,266,38,0,314.1,0.14285714285714285,0.0
41,469270,16732,679,175,585,2043,420,1,4276.4,0.2055800293685756,0.002380952380952381
95,473735,20866,756,592,751,2889,523,1,5566.4,0.18103149878850813,0.0019120458891013384
15,100698,5679,90,107,176,1639,598,1,1396.5,0.3648566198901769,0.0016722408026755853
48,413605,15718,415,432,646,2622,425,1,4170.3,0.16209000762776507,0.002352941176470588
43,366949,21079,394,351,1230,4300,946,1,5642.5,0.22,0.0010570824524312897
8,95388,7477,233,198,276,840,224,1,1971.3,0.26666666666666666,0.004464285714285714
92,420019,26107,839,734,1174,4191,791,1,7093.900000000001,0.18873777141493678,0.0012642225031605564
89,226646,13391,194,156,449,2171,838,1,3243.6000000000004,0.3859972362966375,0.0011933174224343676
74,467833,15620,767,273,379,3104,1124,1,4001.7999999999997,0.36211340206185566,0.0008896797153024911
10,151452,13767,287,148,742,3755,1047,1,3594.1,0.2788282290279627,0.0009551098376313276
90,239815,17640,406,378,559,3183,1048,1,4442.8,0.3292491360351869,0.0009541984732824427
91,499651,25017,782,721,1182,5731,1796,0,6844.700000000001,0.3133833536904554,0.0
62,421790,29128,757,298,728,4806,1295,1,6995.1,0.2694548481065335,0.0007722007722007722
95,481827,22683,823,552,959,2525,381,1,6101.7,0.1508910891089109,0.0026246719160104987
92,479296,35407,380,889,1083,5736,1482,1,8760.1,0.2583682008368201,0.0006747638326585695
77,322319,8647,240,233,385,1370,309,1,2320.5,0.22554744525547446,0.003236245954692557
56,278072,25429,602,761,512,2683,931,1,6329.1,0.3469996272828923,0.0010741138560687433
46,61321,2389,64,58,107,352,88,1,636.0,0.25,0.011363636363636364
14,272759,12507,616,302,281,1338,201,0,3245.6000000000004,0.15022421524663676,0.0
34,435802,26548,364,754,896,7476,2866,1,6736.200000000001,0.38336008560727663,0.0003489183531053733
79,435754,40392,1241,464,986,7137,2726,1,9812.5,0.38195320162533275,0.00036683785766691124
4,414251,20429,239,602,422,5914,1245,1,4964.3,0.21051741630030435,0.0008032128514056225
58,13469,1325,64,17,36,282,82,0,337.7,0.2907801418439716,0.0
13,90227,8726,310,235,363,1595,627,1,2355.1,0.3931034482758621,0.001594896331738437
74,287257,27652,1023,580,556,2986,478,1,6892.700000000001,0.16008037508372405,0.0020920502092050207
65,232894,10339,252,190,247,1121,338,1,2524.4,0.3015165031222123,0.0029585798816568047
52,171033,12101,521,224,552,3517,1237,1,3279.1000000000004,0.3517202160932613,0.0008084074373484236
63,153608,5248,170,155,213,1498,332,0,1413.5000000000002,0.22162883845126835,0.0
54,279837,6543,218,101,139,1728,315,0,1599.5000000000002,0.18229166666666666,0.0
63,251220,8929,437,153,393,1982,531,0,2425.8,0.2679112008072654,0.0
29,306460,16027,713,218,669,4649,1337,1,4249.7,0.28758872875887287,0.0007479431563201197
67,71141,2865,69,39,155,792,149,1,758.8,0.18813131313131312,0.006711409395973154
14,175114,4889,197,107,151,736,289,0,1272.0000000000002,0.39266304347826086,0.0
99,22580,682,27,9,40,75,15,0,188.20000000000002,0.2,0.0
84,284477,23127,578,492,1235,2396,816,0,6246.8,0.34056761268781305,0.0
65,214421,13304,181,249,575,2719,541,1,3385.6000000000004,0.19897020963589554,0.0018484288354898336
40,176926,6454,233,70,146,1357,178,0,1573.1000000000001,0.131171702284451,0.0
18,381526,24870,948,349,1162,3394,964,1,6621.900000000001,0.2840306423099587,0.001037344398340249
31,296040,29486,1400,297,1634,3340,1288,1,8112.3,0.38562874251497004,0.0007763975155279503
71,332535,9088,131,222,525,2018,635,1,2458.5,0.31466798810703667,0.0015748031496062992
79,253290,5982,60,101,177,672,103,0,1438.7,0.15327380952380953,0.0
52,359318,11218,353,245,468,1344,262,1,2966.0,0.1949404761904762,0.003816793893129771
26,21057,738,23,17,30,137,29,0,195.0,0.2116788321167883,0.0
29,380735,19417,680,409,1134,2667,547,1,5416.9,0.20509936257967754,0.0018281535648994515
40,53281,5026,117,57,185,898,355,1,1251.6000000000001,0.39532293986636974,0.0028169014084507044
75,243408,11983,310,316,278,1956,762,1,2995.2,0.3895705521472393,0.0013123359580052493
67,480428,23306,775,279,751,4665,790,1,5844.8,0.16934619506966775,0.0012658227848101266
30,332018,10579,467,248,283,1459,551,1,2749.3,0.3776559287183002,0.0018148820326678765
34,184194,8303,303,222,285,1539,607,1,2195.5,0.39441195581546457,0.0016474464579901153
10,91728,5054,97,92,245,616,111,0,1319.7000000000003,0.18019480519480519,0.0
98,231089,19918,218,468,1141,2935,904,0,5333.000000000001,0.3080068143100511,0.0
95,197176,7649,107,99,367,1875,566,1,1946.2000000000003,0.30186666666666667,0.0017667844522968198
16,316888,13249,401,216,790,2468,890,1,3633.5,0.3606158833063209,0.0011235955056179776
15,451171,10716,513,134,229,1959,310,1,2676.7000000000003,0.1582440020418581,0.0032258064516129032
68,41894,1670,62,22,69,496,113,0,435.59999999999997,0.22782258064516128,0.0
32,385360,11950,319,322,684,2631,376,0,3322.1000000000004,0.14291144051691373,0.0
38,286594,13822,345,261,713,3599,1136,1,3690.0,0.315643234231731,0.0008802816901408451
79,47738,3809,105,110,201,867,102,0,1052.1000000000001,0.11764705882352941,0.0
72,122616,6174,268,100,264,1418,430,1,1650.0000000000002,0.3032440056417489,0.002325581395348837
47,178877,12647,400,361,724,2561,491,1,3561.3,0.1917219836001562,0.002036659877800407
85,493963,18877,263,352,472,3538,1130,1,4530.900000000001,0.3193894855850763,0.0008849557522123894
42,173744,12839,604,217,425,2751,477,1,3361.7000000000003,0.173391494002181,0.0020964360587002098
86,391503,13552,304,273,738,2484,802,1,3643.9,0.32286634460547503,0.0012468827930174563
93,458416,23571,571,628,513,3811,1157,1,5849.7,0.3035948569929152,0.000864304235090752
67,192660,12175,217,226,487,3411,608,1,3091.2999999999997,0.178246848431545,0.001644736842105263
52,458968,9926,386,106,594,2724,515,1,2727.5999999999995,0.18906020558002937,0.001941747572815534
45,382371,34357,387,959,1583,8503,856,1,9002.6,0.10067035164059744,0.0011682242990654205
93,418113,16629,177,372,637,3549,1312,0,4184.3,0.3696816004508312,0.0
93,150306,12193,162,161,601,2271,530,1,3113.1,0.23337736679876706,0.0018867924528301887
52,402755,14021,491,188,316,2328,394,1,3434.1000000000004,0.16924398625429554,0.0025380710659898475
76,434586,27847,1136,485,1370,5071,932,1,7572.900000000001,0.18379017945178466,0.001072961373390558
36,414462,23518,767,561,1192,6564,1354,0,6433.400000000001,0.20627666057282146,0.0
26,118389,9828,373,138,224,2410,610,1,2427.9,0.25311203319502074,0.001639344262295082
41,193338,8696,186,214,270,2112,454,1,2198.0,0.21496212121212122,0.0022026431718061676
2,107617,4411,102,53,253,697,178,0,1172.7,0.25538020086083213,0.0
97,383668,17957,738,486,672,3153,1022,0,4838.200000000001,0.3241357437361243,0.0
70,12101,461,20,8,19,122,19,0,123.0,0.1557377049180328,0.0
28,143235,13101,221,241,698,1360,181,0,3457.8,0.13308823529411765,0.0
40,419599,41138,711,708,2061,9525,2613,1,10727.5,0.27433070866141734,0.0003827018752391887
16,492683,19114,529,250,837,2869,574,1,4931.900000000001,0.20006971070059254,0.0017421602787456446
25,364579,27297,741,745,1304,2773,790,1,7394.6,0.284890010818608,0.0012658227848101266
48,389832,38718,1209,915,1141,7260,2590,1,9901.4,0.35674931129476584,0.0003861003861003861
63,463024,25760,991,451,1471,3062,646,1,7140.0,0.21097322011757022,0.0015479876160990713
66,162879,11810,195,131,293,3377,896,1,2785.6,0.26532425229493634,0.0011160714285714285
39,36275,1302,57,18,34,184,46,0,328.70000000000005,0.25,0.0
72,468378,45573,2230,491,2636,13648,5223,1,12682.100000000002,0.3826934349355217,0.00019146084625694046
39,153579,4573,205,51,149,1363,308,1,1172.0,0.22597212032281733,0.003246753246753247
42,42748,2430,48,42,126,648,123,0,640.2,0.18981481481481483,0.0
50,288343,6981,318,100,329,1511,401,1,1888.4,0.26538716082064856,0.0024937655860349127
67,235273,11237,354,294,322,2928,643,1,2887.8,0.21960382513661203,0.0015552099533437014
83,342563,7772,201,168,384,1268,310,0,2079.7,0.2444794952681388,0.0
17,370009,14217,286,409,509,3464,982,1,3679.8999999999996,0.2834872979214781,0.0010183299389002036
16,212547,17526,395,344,1029,4108,600,1,4766.700000000001,0.1460564751703992,0.0016666666666666668
98,477913,46714,1137,845,2626,6162,669,0,12603.600000000002,0.1085686465433301,0.0
67,40133,3925,48,51,95,928,261,1,920.7,0.28125,0.0038314176245210726
10,70074,4987,163,61,281,697,225,0,1346.4,0.32281205164992827,0.0
21,68874,2737,61,75,87,682,270,0,700.0,0.39589442815249265,0.0
12,81064,2333,62,24,49,458,86,1,553.6,0.18777292576419213,0.011627906976744186
86,228129,12847,338,256,277,3578,1429,1,3139.2,0.3993851313583007,0.0006997900629811056
3,447037,14075,512,326,758,3523,827,1,3905.6,0.23474311666193584,0.0012091898428053204
5,317458,19370,562,443,819,4431,1257,1,5120.3,0.28368314150304674,0.0007955449482895784
80,387945,28698,1398,369,1576,4500,1248,1,7957.700000000001,0.2773333333333333,0.0008012820512820513
29,400195,20622,372,235,1049,3091,873,1,5314.1,0.28243286962148173,0.001145475372279496
42,429393,38691,1073,607,2160,10536,1572,1,10427.6,0.1492027334851936,0.0006361323155216285
3,162517,6975,341,147,243,1937,457,1,1862.8000000000002,0.23593185338151781,0.002188183807439825
75,370648,32602,1426,660,1681,4429,1204,0,9040.2,0.27184466019417475,0.0
72,180257,16051,448,277,959,3438,831,1,4395.3,0.24171029668411867,0.0012033694344163659
49,435340,16593,251,479,804,4120,1029,1,4422.6,0.24975728155339805,0.0009718172983479105
63,265737,17216,342,508,892,3143,456,1,4683.400000000001,0.14508431434934776,0.0021929824561403508
9,16584,634,14,9,35,177,23,0,168.10000000000002,0.12994350282485875,0.0
48,56500,2124,101,61,126,555,86,0,618.8,0.15495495495495495,0.0
88,407648,18527,894,477,907,2541,947,1,5211.9,0.3726879181424636,0.0010559662090813093
30,386335,34651,723,402,1603,7996,1027,1,8855.5,0.1284392196098049,0.0009737098344693282
52,79155,5879,230,83,136,913,159,0,1457.6999999999998,0.1741511500547645,0.0
42,213990,20625,269,245,820,5441,1808,0,5087.0,0.3322918581143172,0.0
98,272920,13661,290,371,540,1439,449,1,3568.9,0.31202223766504517,0.0022271714922048997
4,480313,39126,1647,1079,2250,7085,1917,1,11204.0,0.27057163020465774,0.0005216484089723526
34,163178,6079,122,96,308,1127,389,1,1590.4,0.3451641526175688,0.002570694087403599
27,141064,11359,137,303,653,3393,466,1,3074.8,0.1373415856174477,0.002145922746781116
13,173561,7116,283,210,311,1922,197,1,1960.5,0.10249739854318418,0.005076142131979695
12,379909,19420,885,311,724,3992,726,0,5123.4,0.1818637274549098,0.0
66,28439,1533,67,24,80,190,29,1,420.90000000000003,0.15263157894736842,0.034482758620689655
32,419109,21387,760,617,608,2391,624,1,5575.7,0.26097867001254704,0.0016025641025641025
99,323581,29550,304,778,1202,6260,1887,1,7568.200000000001,0.3014376996805112,0.0005299417064122947
23,371447,10484,421,151,221,3102,1222,1,2589.8,0.3939393939393939,0.0008183306055646482
7,53850,4210,182,52,107,1113,419,1,1055.0,0.37646001796945194,0.002386634844868735
75,109777,5809,197,76,165,909,229,1,1445.5,0.25192519251925194,0.004366812227074236
19,478514,38396,1787,1023,1157,6383,1596,1,10214.400000000001,0.2500391665361115,0.0006265664160401002
59,8531,200,4,4,8,46,11,0,51.199999999999996,0.2391304347826087,0.0
52,261000,24163,496,377,882,3090,779,1,6050.1,0.25210355987055016,0.0012836970474967907
8,383884,29526,469,564,636,3057,709,1,7043.300000000001,0.2319267255479228,0.0014104372355430183
62,273634,21326,977,537,467,3717,676,1,5503.2,0.18186709712133442,0.0014792899408284023
44,210532,17914,622,479,727,3142,1183,1,4810.700000000001,0.3765117759388924,0.0008453085376162299
40,321161,12353,542,157,533,3429,830,1,3277.9000000000005,0.24205307669874598,0.0012048192771084338
