influencer_id,followers,likes,comments,shares,saves,profile_visits,link_clicks,purchase
79,9329,391,15,10,18,96,24,0
27,123728,8923,181,101,326,1716,303,1
81,483803,18297,730,342,882,3906,1504,1
59,409364,16287,639,306,519,3113,377,1
60,307069,7090,107,102,371,1954,237,1
55,444707,13638,208,142,299,2083,248,1
19,118005,7439,271,91,313,1171,447,1
26,105919,2436,52,33,49,361,109,0
61,102555,9335,352,167,325,1784,273,1
9,489495,43168,1738,958,1492,6129,2040,1
17,461356,23767,818,258,1190,2752,817,1
60,312558,10619,325,161,519,1744,553,1
17,222885,5003,106,99,109,686,260,0
64,279348,11223,229,257,277,3250,544,0
5,448172,9041,411,139,422,2362,352,1
46,261094,11741,343,191,404,2745,795,1
59,276380,24604,747,459,862,5940,1790,1
62,485437,23250,942,277,791,6218,746,0
39,206974,5605,121,97,286,1228,360,1
35,208426,18061,690,389,1004,4335,695,1
98,335243,8185,394,102,392,1647,177,0
41,14765,914,17,11,31,138,34,1
7,170261,8829,360,95,318,2293,588,1
86,390939,11957,443,281,707,2898,718,1
75,56943,3185,68,38,160,643,171,0
56,225688,6608,243,123,348,920,148,1
56,393175,22716,887,681,1354,5653,1819,1
44,317802,8904,421,155,206,1580,442,1
44,256442,6267,133,165,145,1698,216,0
88,118583,7412,163,147,187,2158,733,1
42,319326,26623,793,425,703,6110,2314,1
55,458962,25099,1061,398,756,5622,1465,1
50,299827,12590,486,275,415,1322,429,1
35,490910,26324,870,722,1435,4588,746,1
32,78820,2787,128,38,58,290,83,0
75,228830,10434,246,246,232,2982,497,0
92,253765,20738,392,240,1140,5635,1245,1
34,223339,16276,419,405,909,4642,991,1
50,27525,754,29,9,26,137,20,0
52,301867,17095,560,407,746,4713,975,1
40,398399,9172,107,251,432,2128,605,1
7,305767,24585,986,500,1367,5350,2007,1
19,384518,14530,461,186,796,3417,1360,1
58,381156,34369,887,664,1870,7023,1109,1
13,61878,5669,68,132,129,1367,150,1
79,219072,6019,230,119,166,620,139,0
77,461021,32472,1013,369,1907,9008,1601,1
34,358062,27585,320,489,1000,3678,393,1
33,188505,5762,194,109,212,867,183,0
71,470360,19640,762,215,904,2833,352,1
66,135672,5618,261,97,122,899,233,1
9,61006,1861,79,55,61,328,93,0
36,91388,8443,273,160,387,2453,830,1
46,419350,24172,545,580,1282,5952,2361,1
84,110879,9017,220,222,217,2325,603,1
97,150327,10722,197,113,400,2293,832,0
96,87911,8438,123,245,293,1934,213,0
6,407880,37595,1140,684,2054,9341,3593,0
63,378140,16938,779,402,1006,4292,1642,1
78,331052,23042,366,304,473,5908,2030,1
43,152627,8346,163,187,226,2097,239,0
36,446174,20515,890,517,680,4242,502,1
79,160647,8570,299,121,287,1819,505,1
11,186877,7829,132,129,219,1775,480,1
24,346383,13512,424,383,640,3362,1177,1
4,209196,14602,256,312,723,3748,714,1
28,432980,37045,1498,1102,752,6945,1227,1
28,464279,46352,798,499,1437,12374,2328,1
48,378908,20534,970,322,761,2472,613,1
55,12933,565,24,5,25,101,19,0
29,207682,13431,151,258,517,2803,844,1
62,461836,30972,735,723,902,5063,1968,1
46,182605,12354,603,366,533,1238,458,1
89,24359,2103,54,22,111,439,88,0
36,61630,2258,51,51,124,466,152,1
71,498935,19791,884,370,430,2947,971,1
51,60597,5893,60,162,164,1705,345,1
86,101917,9414,273,136,509,1419,272,0
7,166704,8804,210,108,189,2156,632,1
89,154481,14768,731,287,769,3652,690,1
27,53231,4634,181,107,116,1056,350,0
31,389828,29142,313,703,1323,3778,1246,1
38,32426,1327,49,37,44,266,63,0
18,225510,17914,836,483,723,4367,1485,1
27,90186,4963,216,108,243,680,264,1
91,312655,6725,101,172,394,1102,122,0
4,146294,5177,207,148,121,1095,192,0
8,439737,29119,367,544,739,4499,707,1
12,80379,7192,182,117,253,745,236,1
61,364651,24742,679,732,847,5512,1066,0
22,415646,16754,679,398,551,3503,505,1
18,373808,20071,874,437,555,4339,1092,1
62,462625,24674,318,295,903,3974,1500,1
12,418012,17272,699,261,653,4127,511,1
61,29003,2167,53,41,71,566,78,1
65,407677,37079,1002,617,2077,4441,600,1
39,301514,21300,685,513,781,5359,1168,1
74,244647,10325,318,192,474,1784,301,1
77,337510,10600,342,173,378,1652,626,1
77,404158,28938,1271,521,1539,3787,1313,1
42,201979,10618,525,272,456,1306,294,1
75,392127,13035,340,219,469,3287,804,0
23,84544,4502,186,94,188,498,109,0
64,407964,18223,826,428,612,3803,1339,1
33,166017,7830,183,84,343,2121,454,1
67,169838,14319,601,411,517,3461,872,1
50,321096,15872,372,238,683,4646,743,1
70,438671,36255,870,525,1236,8304,2192,1
55,14496,430,18,8,16,79,19,0
6,342177,32935,566,806,1728,7766,2190,1
50,46598,3994,59,107,146,602,217,1
4,425700,20219,682,278,1122,5290,1355,1
83,168878,3874,178,48,224,830,159,0
58,407521,37313,1440,850,1736,6822,773,1
24,141615,8188,376,136,260,2248,762,1
30,458774,18631,873,234,609,2067,642,1
73,10316,980,14,11,52,265,92,1
32,442090,16532,779,266,594,3966,745,1
25,36139,3010,102,64,115,467,111,0
16,493465,20985,274,270,1006,2192,782,1
92,49588,4308,64,113,173,1193,436,1
74,85291,6334,135,95,223,1267,488,1
50,197796,18992,948,331,606,5159,2061,1
41,334645,27621,668,593,1472,6563,697,1
91,271496,26981,698,494,725,3323,909,1
66,108841,4238,127,65,245,816,95,1
62,204915,16130,273,253,880,4468,507,1
19,223259,7674,374,161,297,2278,608,1
94,237033,11986,404,136,362,1670,174,0
34,134647,6828,141,157,173,1391,459,1
61,229731,13663,449,292,497,1892,612,1
6,381330,29290,537,472,1142,5561,1738,1
29,79264,6113,132,100,229,987,390,1
81,181660,3714,43,55,91,767,274,0
65,402152,20889,633,547,1118,5889,1488,1
43,153530,10924,304,253,527,3043,1176,1
80,19990,1942,31,20,106,270,30,0
86,356595,13387,297,394,644,3245,416,1
20,344899,25101,480,463,1351,5874,1878,1
97,354995,28656,364,672,1716,7337,1373,1
46,33887,3106,102,63,82,755,234,0
23,295534,23795,651,503,1253,3435,696,1
48,455659,12482,339,271,703,1718,587,1
71,253045,8395,98,160,436,2135,802,1
26,288142,20378,891,310,487,4548,1047,1
48,239046,5986,276,157,194,1764,328,0
32,129716,10456,340,129,431,1791,604,1
61,234632,4971,210,143,256,626,77,0
98,325404,22899,1132,411,761,5149,1790,0
1,402152,21770,770,590,862,3120,470,1
9,61790,5973,288,112,273,1313,269,1
25,288446,24130,473,463,946,5118,1767,1
10,56940,4241,113,101,213,1085,264,1
30,398005,37462,1278,526,2127,10601,4206,1
48,277190,10969,479,290,320,1312,516,1
42,11654,236,2,4,6,56,15,0
7,283796,14486,252,374,530,1719,421,1
32,106978,4190,185,119,222,698,126,0
86,377177,28179,304,348,1515,7579,1506,1
29,84199,4109,48,54,104,895,330,0
44,317670,17081,593,322,509,4028,1458,1
51,226578,12345,321,130,590,3228,965,1
95,232603,15311,399,284,898,3747,837,1
5,483090,15674,758,168,926,1581,572,1
30,496029,22497,813,260,668,5730,1481,0
98,403579,22566,1109,658,748,6254,2215,1
9,221831,9126,423,258,302,2200,665,1
75,33805,839,33,17,31,135,33,0
1,345907,21969,990,458,648,5936,1585,1
34,12711,617,27,11,30,73,15,1
74,128252,3675,130,75,205,901,227,1
60,290024,11051,118,237,314,1565,215,1
18,164402,7646,375,208,251,1473,330,1
51,122512,6412,288,88,268,671,220,0
7,286872,6924,127,79,218,1561,421,1
46,396212,16578,327,211,894,3701,577,1
74,215704,17130,623,310,522,5068,1718,1
60,425257,34324,751,636,941,4194,1328,1
7,328733,32757,427,637,1706,8444,2769,1
6,376732,25466,1246,421,1449,3918,1554,1
56,473669,32716,683,506,802,4017,820,1
10,388276,10952,482,241,639,2563,390,1
69,290433,28056,1154,693,1335,5181,1953,1
27,102799,4477,47,51,159,585,124,0
3,268437,10333,245,230,562,2589,688,1
38,371438,33560,388,998,1563,7927,883,1
55,77832,2215,46,61,93,404,49,0
29,463070,32009,973,597,1399,4695,1795,1
76,357771,20026,845,264,635,4724,919,1
93,233356,18905,240,193,1057,4088,840,1
31,396069,27608,851,752,1095,3466,351,1
94,456000,21193,355,409,508,3543,757,1
60,338296,13721,603,234,400,1854,364,1
11,468675,32062,1114,660,1618,3457,1316,1
80,85664,2627,118,53,61,586,60,0
67,480200,17772,444,180,848,2924,793,0
55,386355,38333,1353,568,1436,9510,2224,1
10,378649,31542,1133,674,842,8439,3276,1
6,19071,1731,73,38,100,396,65,0
92,327726,12162,412,311,408,2139,783,1
96,329329,12114,596,291,482,2255,871,1
91,124599,5560,119,107,331,1544,306,1
5,260284,5562,238,153,301,973,232,1
23,281156,15979,739,445,937,4426,453,1
72,155595,6505,215,156,300,714,93,0
54,95027,3255,122,86,118,776,124,1
24,397004,34805,1664,949,789,8007,1089,1
12,366416,34183,1583,496,1431,9947,2476,1
38,336039,27964,813,717,1042,4205,832,1
15,175209,15146,366,236,812,1666,364,1
48,52951,5021,224,137,239,1129,117,1
15,258189,16554,464,170,876,4564,1390,1
51,190770,5646,223,70,199,1225,393,1
14,328361,20705,648,471,665,4308,676,1
42,410060,30687,454,382,1307,4726,1028,1
51,408439,11835,389,303,410,3498,805,1
93,334663,24873,1076,476,1088,3817,1121,0
21,245787,13259,140,216,460,2321,914,1
66,470867,32561,1515,476,808,3295,831,0
56,198201,11274,469,218,481,2911,779,1
97,322582,25288,1134,743,1443,6561,1922,1
71,254029,17167,411,283,862,3275,535,1
95,480921,35694,1136,643,1328,3979,940,1
22,161049,6052,76,149,172,1081,128,0
69,275977,23279,425,389,590,2673,1062,1
53,178453,14497,632,378,299,1991,590,1
55,465125,34062,1643,477,1858,5595,2220,1
53,263750,22004,600,426,1308,4072,1145,1
78,420570,38565,806,1091,2049,11419,2252,1
68,262476,18966,230,308,492,4097,1223,1
79,204891,5560,73,102,321,798,141,0
93,462924,34436,1229,937,1358,4369,816,1
79,433057,27057,1009,615,1494,5876,1960,1
53,456392,42068,1069,1076,2060,4707,1291,1
57,104770,8896,128,110,389,1503,166,0
19,283169,7953,334,225,399,2103,346,1
8,259477,21070,1009,512,1164,4798,1037,1
82,370624,15571,450,397,810,3579,860,1
4,397963,34087,956,752,1902,9314,3419,1
88,137701,5629,119,158,258,654,91,0
73,321859,25373,1126,731,712,4109,707,1
1,212940,14055,555,278,297,1585,414,1
94,468070,40916,874,994,1747,12086,2197,1
14,261624,10275,383,120,306,2785,765,1
53,415784,39645,1744,1066,2258,7970,1388,1
67,90997,8197,224,169,469,995,356,1
81,173990,4479,61,97,98,749,244,1
72,459036,15314,289,192,576,4250,746,1
22,393127,27292,1093,389,1328,3971,1573,1
9,476073,14030,280,179,499,2200,703,1
8,221992,17255,269,475,470,4476,1061,1
70,55317,3940,108,46,223,1007,117,0
90,46163,2992,40,84,168,717,270,0
50,402968,26425,587,379,874,5964,905,1
60,256762,9922,332,282,495,2314,635,1
58,45880,4201,83,49,210,567,119,0
97,468539,39430,1540,1019,1846,9225,2769,1
1,444068,34821,764,726,1300,5408,2122,1
7,495128,16303,699,354,725,4305,873,1
50,228989,18000,622,254,464,2234,644,1
21,428956,21947,826,524,816,5228,1340,0
6,305660,20801,616,288,1040,3226,692,1
58,37600,2047,59,50,103,269,74,1
54,63650,4311,92,94,137,478,48,0
5,13109,1270,34,25,32,266,38,0
41,469270,16732,679,175,585,2043,420,1
95,473735,20866,756,592,751,2889,523,1
15,100698,5679,90,107,176,1639,598,1
48,413605,15718,415,432,646,2622,425,1
43,366949,21079,394,351,1230,4300,946,1
8,95388,7477,233,198,276,840,224,1
92,420019,26107,839,734,1174,4191,791,1
89,226646,13391,194,156,449,2171,838,1
74,467833,15620,767,273,379,3104,1124,1
10,151452,13767,287,148,742,3755,1047,1
90,239815,17640,406,378,559,3183,1048,1
91,499651,25017,782,721,1182,5731,1796,0
62,421790,29128,757,298,728,4806,1295,1
95,481827,22683,823,552,959,2525,381,1
92,479296,35407,380,889,1083,5736,1482,1
77,322319,8647,240,233,385,1370,309,1
56,278072,25429,602,761,512,2683,931,1
46,61321,2389,64,58,107,352,88,1
14,272759,12507,616,302,281,1338,201,0
34,435802,26548,364,754,896,7476,2866,1
79,435754,40392,1241,464,986,7137,2726,1
4,414251,20429,239,602,422,5914,1245,1
58,13469,1325,64,17,36,282,82,0
13,90227,8726,310,235,363,1595,627,1
74,287257,27652,1023,580,556,2986,478,1
65,232894,10339,252,190,247,1121,338,1
52,171033,12101,521,224,552,3517,1237,1
63,153608,5248,170,155,213,1498,332,0
54,279837,6543,218,101,139,1728,315,0
63,251220,8929,437,153,393,1982,531,0
29,306460,16027,713,218,669,4649,1337,1
67,71141,2865,69,39,155,792,149,1
14,175114,4889,197,107,151,736,289,0
99,22580,682,27,9,40,75,15,0
84,284477,23127,578,492,1235,2396,816,0
65,214421,13304,181,249,575,2719,541,1
40,176926,6454,233,70,146,1357,178,0
18,381526,24870,948,349,1162,3394,964,1
31,296040,29486,1400,297,1634,3340,1288,1
71,332535,9088,131,222,525,2018,635,1
79,253290,5982,60,101,177,672,103,0
52,359318,11218,353,245,468,1344,262,1
26,21057,738,23,17,30,137,29,0
29,380735,19417,680,409,1134,2667,547,1
40,53281,5026,117,57,185,898,355,1
75,243408,11983,310,316,278,1956,762,1
67,480428,23306,775,279,751,4665,790,1
30,332018,10579,467,248,283,1459,551,1
34,184194,8303,303,222,285,1539,607,1
10,91728,5054,97,92,245,616,111,0
98,231089,19918,218,468,1141,2935,904,0
95,197176,7649,107,99,367,1875,566,1
16,316888,13249,401,216,790,2468,890,1
15,451171,10716,513,134,229,1959,310,1
68,41894,1670,62,22,69,496,113,0
32,385360,11950,319,322,684,2631,376,0
38,286594,13822,345,261,713,3599,1136,1
79,47738,3809,105,110,201,867,102,0
72,122616,6174,268,100,264,1418,430,1
47,178877,12647,400,361,724,2561,491,1
85,493963,18877,263,352,472,3538,1130,1
42,173744,12839,604,217,425,2751,477,1
86,391503,13552,304,273,738,2484,802,1
93,458416,23571,571,628,513,3811,1157,1
67,192660,12175,217,226,487,3411,608,1
52,458968,9926,386,106,594,2724,515,1
45,382371,34357,387,959,1583,8503,856,1
93,418113,16629,177,372,637,3549,1312,0
93,150306,12193,162,161,601,2271,530,1
52,402755,14021,491,188,316,2328,394,1
76,434586,27847,1136,485,1370,5071,932,1
36,414462,23518,767,561,1192,6564,1354,0
26,118389,9828,373,138,224,2410,610,1
41,193338,8696,186,214,270,2112,454,1
2,107617,4411,102,53,253,697,178,0
97,383668,17957,738,486,672,3153,1022,0
70,12101,461,20,8,19,122,19,0
28,143235,13101,221,241,698,1360,181,0
40,419599,41138,711,708,2061,9525,2613,1
16,492683,19114,529,250,837,2869,574,1
25,364579,27297,741,745,1304,2773,790,1
48,389832,38718,1209,915,1141,7260,2590,1
63,463024,25760,991,451,1471,3062,646,1
66,162879,11810,195,131,293,3377,896,1
39,36275,1302,57,18,34,184,46,0
72,468378,45573,2230,491,2636,13648,5223,1
39,153579,4573,205,51,149,1363,308,1
42,42748,2430,48,42,126,648,123,0
50,288343,6981,318,100,329,1511,401,1
67,235273,11237,354,294,322,2928,643,1
83,342563,7772,201,168,384,1268,310,0
17,370009,14217,286,409,509,3464,982,1
16,212547,17526,395,344,1029,4108,600,1
98,477913,46714,1137,845,2626,6162,669,0
67,40133,3925,48,51,95,928,261,1
10,70074,4987,163,61,281,697,225,0
21,68874,2737,61,75,87,682,270,0
12,81064,2333,62,24,49,458,86,1
86,228129,12847,338,256,277,3578,1429,1
3,447037,14075,512,326,758,3523,827,1
5,317458,19370,562,443,819,4431,1257,1
80,387945,28698,1398,369,1576,4500,1248,1
29,400195,20622,372,235,1049,3091,873,1
42,429393,38691,1073,607,2160,10536,1572,1
3,162517,6975,341,147,243,1937,457,1
75,370648,32602,1426,660,1681,4429,1204,0
72,180257,16051,448,277,959,3438,831,1
49,435340,16593,251,479,804,4120,1029,1
63,265737,17216,342,508,892,3143,456,1
9,16584,634,14,9,35,177,23,0
48,56500,2124,101,61,126,555,86,0
88,407648,18527,894,477,907,2541,947,1
30,386335,34651,723,402,1603,7996,1027,1
52,79155,5879,230,83,136,913,159,0
42,213990,20625,269,245,820,5441,1808,0
98,272920,13661,290,371,540,1439,449,1
4,480313,39126,1647,1079,2250,7085,1917,1
34,163178,6079,122,96,308,1127,389,1
27,141064,11359,137,303,653,3393,466,1
13,173561,7116,283,210,311,1922,197,1
12,379909,19420,885,311,724,3992,726,0
66,28439,1533,67,24,80,190,29,1
32,419109,21387,760,617,608,2391,624,1
99,323581,29550,304,778,1202,6260,1887,1
23,371447,10484,421,151,221,3102,1222,1
7,53850,4210,182,52,107,1113,419,1
75,109777,5809,197,76,165,909,229,1
19,478514,38396,1787,1023,1157,6383,1596,1
59,8531,200,4,4,8,46,11,0
52,261000,24163,496,377,882,3090,779,1
8,383884,29526,469,564,636,3057,709,1
62,273634,21326,977,537,467,3717,676,1
44,210532,17914,622,479,727,3142,1183,1
40,321161,12353,542,157,533,3429,830,1
4,273688,21599,1015,409,581,2366,411,1
10,107885,3753,43,40,199,819,169,1
39,138441,13626,472,186,642,3442,787,1
59,76908,3253,44,46,96,922,113,0
71,355579,32676,1630,819,1922,8411,3271,1
41,370330,19314,692,328,597,4161,1581,1
12,496679,38650,1876,1105,1951,7887,1272,1
34,112966,10353,430,143,455,1723,177,1
74,101242,8850,180,138,516,1555,159,1
78,263432,7435,97,162,205,1280,459,1
5,361081,21605,560,540,495,2547,752,1
97,52565,1139,54,27,59,337,127,1
38,254128,10479,192,302,217,3071,444,1
69,15372,738,13,16,25,170,17,0
33,302705,16200,689,449,482,3480,1150,1
59,465077,28796,443,302,751,6489,792,1
15,157067,4119,72,116,85,950,204,1
33,15886,601,26,11,31,108,42,0
50,469955,28735,831,721,1586,8414,1660,1
54,56039,3566,61,60,204,460,133,0
99,31515,1452,47,19,75,427,70,0
29,324052,13781,148,286,802,2456,555,0
46,244282,15150,576,445,566,2745,579,1
76,56119,2665,103,27,84,608,94,0
43,299939,16125,229,463,351,4030,489,1
38,178889,5597,84,106,227,709,279,1
89,307288,11462,341,287,468,1801,314,1
94,406365,18376,228,436,784,3121,972,1
91,412976,25152,891,583,793,3223,473,1
57,316191,8954,365,146,480,2386,716,1
63,253179,6938,267,79,276,1349,260,0
48,83711,4034,165,42,189,1062,403,1
77,322400,21571,282,326,512,3516,1274,1
94,185838,10159,288,298,323,2290,517,1
26,82347,7005,97,79,183,1771,561,1
15,316134,28789,1170,755,1512,6579,1561,1
13,15040,347,16,3,19,96,24,0
3,64090,4504,199,94,164,1205,475,1
39,29248,1985,74,47,95,325,88,0
37,266057,12767,516,276,331,3415,1246,1
4,22038,2111,95,31,50,397,120,0
10,287904,15556,709,289,643,4527,859,1
70,401539,16946,733,201,414,4749,1245,1
87,67714,6494,80,181,208,1298,294,1
71,109448,3878,70,53,153,1006,272,0
39,43912,1368,44,33,56,233,91,0
63,383466,8903,173,155,243,1020,170,0
67,56632,4639,54,86,115,863,198,0
80,184498,6423,116,94,186,1149,340,1
87,134802,10141,480,246,217,1780,610,0
29,413739,36117,1609,450,1944,5953,1654,1
85,469747,13683,268,220,799,2951,1169,1
90,39510,1816,31,23,104,540,61,0
34,136235,4755,116,59,181,733,150,0
65,463146,45694,1057,1257,2455,13270,4472,1
36,74353,1937,55,57,98,566,188,1
96,351218,28392,878,808,1504,7631,2303,1
73,391917,37174,1243,593,965,9884,3468,1
49,280357,13816,306,140,737,1623,469,1
35,220147,20723,233,527,457,2230,510,1
6,348019,21704,242,234,965,5669,1311,1
12,317872,21882,415,487,987,5400,1545,0
10,360462,34635,1092,811,830,6099,2017,1
51,363053,23136,313,692,1293,2411,862,0
48,54874,3038,110,51,99,561,80,1
54,18156,1794,77,53,47,231,57,0
27,455198,40437,1264,736,1782,9178,1035,0
72,446441,11126,490,332,585,3008,865,0
22,5973,544,27,6,29,96,24,0
15,344086,18406,832,390,647,2018,608,0
41,70252,5436,77,80,149,930,158,0
91,424208,19299,715,558,878,4831,1572,1
21,368294,8987,191,213,505,2622,282,0
49,376722,12968,162,227,704,1869,273,0
85,453149,35433,792,619,1373,6567,1671,1
92,285309,21719,841,408,558,4954,1644,1
65,354601,13599,486,227,772,3137,575,1
6,68265,3296,102,72,140,760,146,0
9,315846,31171,1023,587,1311,3838,846,1
95,120310,8194,195,112,277,1933,345,1
65,38645,3139,142,75,105,585,83,0
97,307476,9361,160,131,229,2134,847,1
51,25703,1383,61,17,74,302,114,1
11,5610,407,7,5,14,55,7,0
57,120407,2573,55,47,104,350,136,0
75,288745,25124,471,427,523,7421,890,1
29,142378,6793,168,188,262,1380,275,1
40,261500,7737,349,197,213,1847,518,1
39,215454,11358,431,258,468,2881,943,1
10,15101,705,31,15,37,147,24,0
22,348999,26454,768,706,1246,6267,1034,0
90,424464,35281,818,730,899,7327,1053,1
6,19418,994,29,27,24,256,38,0
58,53302,4328,113,118,177,452,142,0
14,499285,16700,397,421,971,2910,1015,1
71,109139,7923,140,127,200,1399,225,0
76,203729,13598,337,231,635,2415,426,1
44,210253,11078,134,232,357,2290,321,0
32,424786,14952,354,332,356,2555,447,0
29,370747,24612,758,704,1410,7232,995,1
66,151104,9567,102,107,531,2619,542,1
16,331793,17981,261,335,688,3779,497,0
51,245776,8819,274,182,331,2243,571,1
23,396500,26030,1180,269,942,7424,1528,1
95,456436,26821,509,556,1549,4880,1482,0
28,428425,9147,266,248,510,2664,969,1
35,219529,17998,712,373,422,5133,1214,1
63,378555,27977,515,748,884,3842,852,1
69,336397,23329,960,497,681,2509,716,1
86,112535,8334,116,104,187,2493,538,0
40,287383,23064,432,460,1222,6071,2053,1
62,73947,4331,127,120,138,1239,291,0
7,386694,20426,784,413,1168,5053,1360,1
79,439448,31546,626,564,1493,8781,1709,1
59,470198,11931,460,287,408,3323,832,1
78,451694,30279,1323,475,1302,3774,1158,1
80,46713,3703,83,93,77,760,133,0
39,201000,7225,309,131,148,1781,496,1
4,360843,20687,554,574,775,2380,913,0
9,356671,9783,407,112,222,2029,300,1
12,48835,1246,29,17,57,131,24,0
30,399996,10218,207,213,506,2258,491,1
53,396568,19472,768,394,964,5480,2062,1
78,271051,11182,530,214,280,2085,287,1
14,197077,9266,119,267,471,2481,521,1
55,149654,14392,695,352,796,4084,1035,1
39,412244,22046,254,411,1034,4065,1470,1
95,409050,34738,1283,515,1440,6265,2391,1
69,319629,17430,405,317,768,5228,1296,1
64,458245,10717,346,223,302,2562,825,1
21,357949,35522,887,895,1353,9188,3038,1
97,73056,6950,230,102,249,1749,516,1
76,215121,16055,321,320,800,3412,426,1
78,227274,9211,339,268,467,2033,807,1
15,159339,3596,138,95,163,1010,312,1
31,460104,43236,611,901,1407,6670,1959,1
69,245904,12905,478,316,610,3622,613,1
33,161904,8611,270,89,226,1966,619,1
66,404104,29502,1198,562,1333,6133,709,1
8,381817,8607,241,235,224,882,117,0
69,86499,2422,91,25,108,310,118,1
87,194748,13467,149,385,551,1463,296,1
37,492976,36280,1044,641,898,5405,702,1
70,334538,22624,536,328,1031,4330,952,1
15,369890,16378,530,383,345,3163,371,1
26,391582,34966,1584,398,1285,7573,1091,1
34,330328,30478,315,436,1617,7135,2627,1
85,335060,17648,255,332,602,2553,747,0
33,419919,33337,997,931,1955,5748,1697,1
96,84946,3529,150,85,209,855,192,1
56,321432,24689,999,710,606,5948,2112,0
90,349562,21083,784,315,928,3194,638,1
8,413989,23162,688,369,610,2535,402,1
38,467066,15665,224,391,504,4547,1429,1
48,210700,13041,171,161,352,3324,844,1
66,475607,25632,780,366,1078,7582,925,1
22,36854,1469,36,38,83,206,54,0
68,20793,1137,20,22,40,294,96,0
89,428499,39701,1247,1078,886,8150,2133,1
31,402534,15793,414,431,908,4714,1827,1
60,235739,7498,179,199,417,1029,294,0
84,291727,16519,413,356,620,1709,680,1
33,123222,9489,255,107,497,2757,575,1
99,206637,13764,312,305,807,3222,672,0
26,62602,1894,56,43,101,544,106,0
14,50909,4025,168,73,144,1170,438,1
24,183373,12802,206,219,346,2035,579,1
43,189714,11984,161,296,432,2349,921,1
21,486045,24982,1143,672,741,5954,711,0
47,244066,24202,705,352,853,5585,685,1
98,59457,5233,66,156,250,693,71,0
68,146234,3270,82,59,128,764,161,0
83,447897,44110,476,923,1485,6854,1375,1
53,375208,34905,999,576,1766,3604,827,1
55,417839,19624,220,255,503,5842,623,1
42,114490,8044,225,93,376,1026,309,0
38,137192,5093,178,103,210,996,300,1
1,401743,34577,711,847,987,8867,1279,1
48,363237,21431,249,495,1150,5230,1825,1
33,219299,20569,792,446,1153,5467,1722,1
48,21868,1542,47,25,39,324,60,0
74,422887,35031,1033,501,864,6999,2367,1
33,267329,21041,449,344,681,5251,1402,1
30,425871,12041,287,130,433,1518,311,1
50,385445,29583,1402,630,1315,3366,1209,1
81,444600,43717,1478,1070,1653,4899,1662,1
56,258007,5633,250,74,228,1236,293,1
59,66788,6408,66,89,382,1272,345,1
39,73590,2833,49,41,160,681,225,1
44,438174,36435,1458,1071,1262,8095,3019,1
10,184577,12753,162,257,297,3152,831,0
41,130451,8933,164,199,436,2183,752,1
63,381903,28631,857,395,1205,5196,1127,1
95,323332,7150,88,193,417,1699,355,0
10,498936,43680,1774,768,1709,5994,1124,1
25,413840,9426,354,193,297,2478,463,0
60,411983,20234,888,418,510,5250,1642,1
86,307661,8306,300,234,197,1268,470,1
64,196750,12353,418,226,395,1355,438,1
29,119952,8575,169,89,448,1699,326,1
33,364625,17468,736,495,975,4960,1846,1
6,116073,9731,180,149,285,1975,388,1
61,134189,12065,395,332,335,1609,438,1
9,229155,19150,767,552,688,2705,717,1
36,156136,5719,147,69,121,1323,374,1
41,163337,8825,133,140,377,2041,487,1
19,190321,5093,59,105,245,642,187,0
21,290110,22876,475,390,1255,3700,976,1
74,480314,30025,628,856,1189,8058,1954,1
19,479459,28705,708,793,703,5665,896,1
44,33517,1114,29,31,29,259,41,0
49,479670,31746,1082,723,980,5722,636,1
39,211958,7617,137,82,447,1991,414,1
65,30090,2039,78,38,112,414,59,0
71,403906,38311,983,691,1763,7868,1670,0
8,413728,17460,778,175,489,3807,566,0
39,162871,11040,181,174,492,2317,776,1
88,278989,12074,404,266,300,2532,262,1
34,343551,18114,201,257,675,3327,376,1
8,440396,17006,193,439,745,3448,380,1
20,195409,15448,402,176,783,1764,664,1
47,394203,30685,789,440,1545,7881,2969,1
57,308729,15143,307,378,508,2810,621,1
15,112277,7743,122,207,286,1117,140,0
75,412544,30210,1465,394,1795,6976,1648,1
55,336061,16096,730,375,771,4495,1054,1
5,462604,26051,347,662,570,6345,2368,1
3,328193,12677,411,365,513,1553,447,1
27,263382,20470,470,527,688,3095,1125,1
57,494139,46847,1763,675,2088,12839,3965,1
20,342180,23792,1019,322,1141,2509,774,0
16,84384,3789,126,93,127,882,326,0
63,297881,15060,699,234,424,2603,768,1
87,199308,16961,721,368,855,2313,348,1
65,381276,11519,484,245,645,2293,876,1
20,11125,1053,24,18,22,229,72,0
49,480003,26655,455,619,701,7485,1266,1
37,75856,4299,47,85,100,1277,353,1
84,272779,7132,299,203,392,1200,237,1
12,65477,4111,116,115,109,419,51,0
81,47898,2884,65,39,144,406,124,0
33,130212,6176,200,134,243,1530,491,1
95,283429,17689,446,225,1048,3077,885,1
32,12004,1136,17,16,33,325,106,1
95,31469,1456,16,27,35,325,92,0
51,369899,19639,628,312,618,5824,655,0
45,304615,13118,390,168,333,1984,777,1
57,95728,7308,290,173,244,894,164,0
70,418553,9191,435,261,202,1237,175,0
28,262144,25078,335,356,582,7425,2788,1
2,422065,14862,280,280,753,2273,439,1
86,378857,25283,644,270,912,7177,1348,1
22,37261,2578,113,43,76,751,242,0
86,90694,3415,131,69,139,391,99,1
